1	258
2	260
2	26
2	315
2	33
2	301
4	70
4	264
4	388
4	18
4	27
4	21
4	2
4	23
4	24
4	964
4	103
4	255
4	35
4	287
4	337
4	26
4	84
4	58
4	660
4	111
4	5
4	413
4	8
4	65
4	297
4	45
4	113
4	325
4	476
8	479
8	614
8	194
8	14
8	55
8	772
8	778
8	493
8	362
8	529
4	145
4	36
4	102
4	222
4	200
4	13
4	640
4	693
4	575
4	55
1	268
1	867
1	47
4	50
4	87
4	86
4	123
4	32
4	28
4	33
4	42
4	249
4	158
4	373
4	184
4	495
4	350
4	492
4	219
4	288
4	11
4	245
4	301
4	596
4	782
4	426
9	397
9	658
9	101
9	344
9	372
9	943
9	122
9	212
9	317
9	33
9	26
9	9
9	81
9	60
9	494
9	238
9	14
9	570
9	795
9	11
9	181
9	5
9	119
9	963
9	596
9	227
9	213
9	587
9	664
9	476
9	325
9	407
9	10
9	76
9	171
11	111
11	11
11	94
11	522
11	258
11	408
11	516
11	426
11	495
11	574
11	8
11	26
11	33
11	233
11	325
11	115
8	177
11	47
15	8
15	2
15	5
15	101
15	4
15	24
15	11
15	27
15	18
15	21
15	65
15	13
15	33
15	26
15	230
15	10
15	76
15	471
15	483
15	709
15	167
15	361
15	326
15	87
15	304
15	100
15	306
15	337
15	92
15	887
15	119
15	310
15	465
15	71
15	795
15	241
15	148
15	68
15	941
15	782
15	688
15	14
15	550
15	115
15	344
15	171
15	36
18	572
18	557
18	344
18	60
18	101
18	372
18	943
4	100
4	48
4	95
4	387
4	497
4	489
4	221
4	401
4	131
18	662
18	13
18	119
18	426
18	55
18	48
18	65
18	405
22	264
22	284
22	350
8	45
24	378
24	323
24	100
24	860
24	233
24	948
24	483
24	9
24	326
24	26
24	33
24	289
24	662
22	442
22	176
22	349
22	232
22	670
22	739
22	488
22	865
22	168
22	48
22	9
22	289
18	130
25	14
25	653
25	872
25	977
25	483
25	58
25	4
25	13
25	65
24	148
24	136
24	78
24	186
24	398
24	60
24	658
22	450
24	741
32	238
32	550
32	758
32	101
32	344
32	245
32	150
32	26
32	9
32	66
32	2
32	398
32	848
32	236
32	142
32	306
32	122
32	42
32	114
32	132
32	22
32	5
32	8
32	576
32	431
32	7
29	27
29	21
29	2
29	24
32	606
32	85
32	158
32	373
32	416
32	50
32	32
32	574
32	179
32	14
32	33
32	75
32	136
34	498
34	371
34	162
34	89
34	424
34	405
34	611
34	10
34	391
34	442
34	408
34	958
34	296
34	740
34	121
34	70
34	232
34	547
34	400
40	690
40	179
40	5
40	436
40	32
40	10
40	4
40	13
40	495
40	483
40	101
40	344
40	659
40	63
40	587
40	249
22	408
22	687
22	598
22	633
31	743
31	39
31	165
31	135
31	110
31	598
31	2
31	24
31	21
31	27
31	23
31	18
31	70
31	360
31	496
31	806
31	612
31	936
