1	258
1	268
1	1796
1	867
1	47
1	238
1	916
1	111
1	11
1	1644
1	136
1	150
1	35
1	33
1	60
1	148
1	10
1	94
1	4
1	492
1	57
1	1521
1	70
1	42
1	103
1	36
1	138
1	119
1	32
1	13
1	66
1	43
1	287
1	1041
1	45
1	38
1	67
1	46
1	22
1	115
1	31
1	16
1	132
1	40
1	407
1	256
1	273
1	378
1	329
1	98
1	216
1	1176
1	140
1	869
1	1310
1	414
1	54
1	85
1	219
1	177
1	109
1	131
1	102
1	95
1	225
1	76
1	100
1	171
1	179
1	485
1	325
1	498
1	323
1	162
1	72
1	233
1	496
1	306
1	354
1	1030
1	1055
1	198
1	1761
1	1942
1	128
1	81
1	1187
1	1180
1	1011
1	262
1	437
1	421
1	143
1	142
1	642
1	901
1	212
1	231
2	260
2	26
2	315
2	33
2	301
2	128
2	284
2	127
2	193
2	211
2	360
2	15
2	66
2	125
2	54
2	264
2	5
2	8
2	932
2	630
2	131
2	573
2	303
2	236
2	1446
2	1705
2	664
2	82
2	790
2	1096
2	2
2	29
2	160
2	10
2	23
2	21
2	27
2	24
2	18
2	25
2	118
2	109
2	920
2	80
3	522
3	150
3	1283
3	4
3	247
3	1378
3	420
3	815
3	104
3	1142
3	184
3	1025
3	977
3	265
3	905
3	773
3	715
3	782
3	599
3	660
3	1953
3	1598
3	501
3	427
3	138
3	229
3	77
3	738
3	410
3	117
3	59
3	484
3	177
3	1928
3	1005
3	118
3	1714
3	883
3	76
3	1664
3	587
3	471
3	101
3	28
3	765
3	55
3	119
3	13
3	1078
3	1929
3	1068
3	531
3	301
3	32
3	58
3	15
3	255
4	70
4	264
4	388
4	18
4	27
4	21
4	2
4	23
4	24
4	964
4	103
4	255
4	35
4	287
4	337
4	26
4	84
4	58
4	1117
4	660
4	111
4	5
4	413
4	8
4	65
4	297
4	45
4	113
4	325
4	476
4	1237
4	145
4	36
4	102
4	222
4	200
4	13
4	640
4	693
4	575
4	55
4	1296
4	50
4	87
4	86
4	123
4	32
4	28
4	33
4	42
4	249
4	158
4	373
4	184
4	495
4	350
4	492
4	219
4	288
4	11
4	245
4	301
4	1057
4	596
4	782
4	426
4	1037
4	100
4	48
4	95
4	1311
4	387
4	497
4	1733
4	1301
4	489
4	1435
4	1380
4	221
4	401
4	131
4	81
4	468
4	1210
4	436
4	101
4	4
4	398
4	117
4	661
4	85
4	715
4	10
4	335
4	127
4	344
4	14
4	508
4	121
4	94
4	704
4	230
4	1265
4	181
4	54
4	354
4	326
4	72
4	62
4	7
4	265
4	25
4	97
4	93
4	540
4	19
4	129
4	381
4	162
4	1573
4	22
4	321
4	903
4	879
4	705
4	243
4	383
5	441
5	1485
5	1145
5	431
5	326
5	887
5	1795
5	305
5	1339
5	57
5	1742
5	262
5	164
5	112
5	695
5	1328
5	458
5	1009
5	277
5	1563
5	6
5	1347
5	1325
5	623
5	1182
5	473
5	1770
5	626
5	1723
5	253
5	1628
5	794
5	1882
5	1744
5	1911
5	139
5	451
5	1345
5	852
5	1941
6	520
6	710
6	40
6	604
6	1102
6	895
6	495
6	1265
6	490
6	374
6	208
6	439
6	217
6	1859
6	94
6	1752
6	100
6	60
6	65
6	688
6	587
6	190
6	1307
6	233
6	758
6	82
6	408
6	550
6	181
6	236
6	256
6	316
6	1449
6	1710
6	1976
6	247
6	1283
6	380
6	430
6	1494
6	881
6	177
6	900
6	1269
6	860
6	453
6	658
6	1212
6	850
6	285
6	979
6	1851
6	115
6	749
6	328
6	185
7	84
7	1117
7	116
7	725
7	806
7	1053
7	936
7	953
7	612
7	28
7	32
7	55
7	5
7	8
7	510
7	1023
7	1119
7	1362
7	949
7	1525
7	729
7	1484
7	255
7	408
7	1969
7	1642
7	83
7	1262
7	1105
7	126
7	760
7	770
7	125
7	154
7	405
7	219
7	1592
7	194
7	400
7	1074
7	442
7	1142
7	1519
7	1620
7	1923
7	115
7	883
7	50
7	410
7	593
7	89
7	416
7	335
7	1646
7	838
7	492
7	373
7	184
7	1918
7	1801
7	205
7	1071
7	1536
7	481
7	283
7	25
7	1168
7	633
7	956
7	1641
7	167
7	322
7	585
7	1873
7	516
7	48
7	79
7	696
7	377
7	1464
7	238
7	37
7	13
7	1337
7	550
7	1278
7	129
7	1199
7	249
7	192
7	307
7	910
7	1223
7	1991
7	562
8	1432
8	479
8	614
8	194
8	14
8	55
8	772
8	778
8	1937
8	493
8	362
8	1967
8	529
8	177
8	45
8	1041
8	80
8	83
8	485
8	5
8	718
8	264
8	354
8	576
8	560
8	162
8	94
8	769
8	97
8	71
8	13
8	977
8	301
8	788
8	79
8	651
8	879
8	65
8	43
8	547
8	546
8	54
8	4
8	887
8	531
8	1797
8	63
8	390
8	658
8	468
8	592
8	28
8	650
8	1214
8	701
8	1084
8	230
8	10
8	471
8	76
8	171
8	1509
8	1739
8	1679
8	508
8	158
8	899
8	782
9	397
9	658
9	101
9	344
9	372
9	943
9	1923
9	122
9	212
9	1642
9	317
9	33
9	26
9	9
9	81
9	60
9	494
9	238
9	14
9	570
9	795
9	11
9	1055
9	181
9	5
9	119
9	1221
9	1301
9	1986
9	1057
9	1037
9	963
9	596
9	1388
9	1407
9	227
9	213
9	587
9	664
9	476
9	325
9	407
9	1311
9	10
9	76
9	171
9	217
9	186
9	766
9	178
9	78
9	150
9	75
9	1457
9	108
9	306
9	955
9	1063
9	326
9	264
9	45
9	55
9	13
9	28
9	941
9	22
9	916
9	46
9	121
9	38
9	1843
9	959
9	179
9	115
9	1083
9	258
9	815
9	1031
9	483
9	471
9	380
9	191
9	3
9	49
9	52
9	56
9	1231
9	467
9	1955
9	550
9	1005
9	239
9	1441
9	16
9	2
9	23
9	18
9	97
9	24
9	21
9	27
9	25
9	629
9	256
9	1615
9	338
9	982
9	1
9	17
9	20
9	1136
9	572
9	106
9	94
9	30
9	689
10	11
10	883
10	217
10	103
10	1506
10	495
10	5
10	4
10	87
10	212
10	265
10	33
10	26
10	516
10	688
10	325
10	10
10	407
10	83
10	255
10	287
10	15
10	1158
10	160
10	476
10	704
10	1845
10	172
10	19
10	155
10	161
10	63
10	413
10	653
10	233
10	45
10	426
10	109
10	199
10	298
10	357
10	37
10	35
10	391
10	186
10	25
10	46
10	127
10	40
10	658
10	522
10	38
10	67
10	494
10	1873
10	1238
10	104
10	467
10	148
10	42
10	16
10	572
10	98
10	1405
10	1136
10	867
10	31
10	654
10	239
10	47
10	268
10	1481
10	122
10	697
10	1256
10	60
10	924
10	822
10	689
10	973
10	630
10	140
10	146
10	1242
10	850
10	1467
10	1462
10	1009
10	551
10	396
10	807
10	115
10	638
10	58
10	141
11	111
11	11
11	94
11	522
11	258
11	408
11	516
11	426
11	495
11	574
11	8
11	26
11	33
11	233
11	325
11	1853
11	115
11	47
11	587
11	1315
11	211
11	378
11	688
11	236
11	82
11	366
11	1035
11	690
11	191
11	467
11	473
11	199
11	662
11	948
11	354
11	919
11	101
11	595
11	217
11	410
11	81
11	87
11	154
11	181
11	38
11	57
11	453
11	178
11	114
11	407
11	372
11	65
11	405
11	150
11	119
11	67
11	663
11	45
11	174
11	121
11	4
11	140
11	16
11	98
11	1719
11	31
11	46
11	1640
11	883
11	179
11	1317
11	677
11	1613
11	100
11	40
11	1806
11	291
11	925
11	1005
11	213
11	48
11	50
11	15
11	278
11	457
12	4
12	9
12	8
12	5
12	133
12	129
12	113
12	173
12	14
12	11
12	2
12	28
12	131
12	16
12	38
12	45
12	64
12	67
12	150
12	186
12	417
12	1361
12	625
12	901
12	1171
12	1051
12	482
12	1649
12	81
12	273
12	848
12	925
12	381
12	22
12	31
12	195
12	216
12	906
12	1833
12	111
12	304
12	60
12	19
12	802
12	46
12	407
12	65
